partyid,ltv,gender,expirydate,resumecount,maxchar,avchar
71534103,38.75,M,7/12/2014 21:47,1,2768,2768
7175753,3.95,F,1/26/2013 1:12,3,3095,2017
41976517,5.9,F,4/20/2014 12:14,4,3858,2025
68907624,200.95,M,9/25/2014 19:09,1,1630,1630
27550165,179.7,F,1/19/2013 11:59,2,4365,2219
64259870,106.8,F,6/9/2014 10:59,2,3218,2186
50910404,2.95,F,8/24/2013 15:07,1,1843,1629
42978565,2.95,F,4/3/2013 18:08,2,5998,3647
45270421,37.9,F,6/20/2013 0:00,1,2862,2862
6628528,2.95,F,7/12/2013 11:47,3,4586,1589
56494162,35.95,F,12/8/2013 2:34,3,10438,5832
7395533,214.65,F,1/28/2013 10:45,2,3843,2657
41376286,2.95,M,3/10/2013 15:59,1,2294,1631
41336389,2.95,M,10/27/2013 16:31,2,3458,2758
46540693,37.9,F,7/12/2013 12:46,1,5770,1460
43720910,0,M,5/28/2014 20:58,1,3473,1781
15449670,75.8,M,11/18/2014 20:41,3,3643,2708
39959428,145.7,M,2/10/2015 17:19,4,3777,2457
45882295,2.95,M,5/31/2013 5:46,2,4812,3295
51624660,2.95,F,9/4/2013 15:35,1,3680,3680
75401787,1.95,M,8/20/2014 10:40,1,3605,3605
46056266,98.35,M,6/4/2013 13:58,1,2122,1957
10121287,6.95,F,10/30/2013 16:34,2,3514,2895
51349422,75.8,F,2/25/2015 2:10,3,2035,1852
8460410,1.95,M,10/13/2014 2:03,4,8167,7482
71686976,1.95,F,6/25/2014 18:03,1,1952,1941
6362799,2.95,F,3/5/2014 12:25,2,5453,3174
8282028,2.95,M,4/30/2013 0:48,2,2951,1512
51593561,2.95,M,9/4/2013 2:48,1,1361,1361
53556660,121.35,F,10/28/2014 8:00,2,6068,3583
9528031,2.95,M,3/22/2013 11:18,1,1569,810
5006059,1.95,F,5/18/2014 17:38,1,3239,3239
43201193,34.95,M,9/26/2013 13:46,9,2822,749
43594838,107.8,F,11/10/2013 16:59,1,4560,2959
41197728,2.95,M,2/27/2013 15:04,1,1862,1862
74811790,41.75,F,8/31/2014 18:28,11,14,11
43952177,2.95,M,4/26/2013 13:54,2,1922,1334
41693257,247.6,F,9/5/2015 12:11,2,7866,3911
37423251,38.9,F,1/14/2013 14:54,2,2825,1671
23433681,3.95,F,2/7/2015 9:57,2,4575,2426
45719083,37.9,F,7/28/2013 16:44,3,2620,1782
79018968,1.95,F,12/14/2014 21:31,2,2818,2278
53633297,2.95,M,10/4/2013 13:04,1,2963,2963
40647074,282.55,M,10/18/2013 12:33,2,4479,1848
4383904,38.75,M,8/20/2014 14:31,3,4779,3520
13211513,564.15,M,11/18/2014 9:50,4,2735,1143
9620098,1.95,M,3/21/2014 12:04,2,2662,2213
985722,37.9,F,5/29/2013 19:15,4,4887,2892
49600308,2.95,F,8/4/2013 17:18,1,6927,3773
70473320,81.55,F,7/25/2014 5:16,1,10438,10438
44432756,2.95,F,5/5/2013 12:24,2,2863,1431
44774654,142.75,F,9/12/2013 10:38,1,1596,1596
9026850,2.95,M,3/9/2013 13:29,1,6700,2886
60814338,36.9,F,2/7/2014 21:30,1,2638,2638
63226190,81.55,M,4/21/2014 10:35,5,5714,4352
66699549,121.35,M,7/1/2014 12:55,1,1005,1005
52949157,2.95,M,9/25/2013 0:39,2,2042,1066
11412094,4.2,F,2/15/2013 10:19,1,6138,4551
48502970,2.95,F,12/16/2013 10:06,4,4613,2663
40660204,2.95,F,2/18/2013 1:50,1,8891,8891
46287318,2.95,F,6/6/2013 21:18,2,3382,1726
8653922,1,M,10/3/2014 9:42,2,8000,3425
55705298,2.95,F,11/3/2013 19:39,2,1620,1539
76570969,41.75,F,9/25/2014 12:16,1,5876,5876
71562542,41.75,M,7/13/2014 15:36,1,2333,2333
9908522,37.9,F,9/5/2013 21:49,4,4096,2752
79482341,34.95,M,11/3/2014 21:45,5,1249,584
36302092,0,F,9/26/2014 16:51,1,4004,1994
16301386,459.3,M,4/11/2013 22:05,4,4025,2238
9624468,38.75,M,3/31/2014 20:48,4,3852,1243
33096646,2.95,F,2/20/2013 22:50,2,6477,3533
11584714,2.95,F,6/24/2013 15:46,1,12711,4047
60319682,1.95,F,1/19/2014 13:29,2,3728,3450
23497411,289.5,M,3/12/2015 22:30,2,3911,1303
33321981,79.8,M,6/29/2014 11:43,1,5601,2854
21066666,3.95,F,4/30/2014 0:14,14,3821,1366
5638893,72.85,M,4/21/2013 21:24,1,1528,797
28027662,36.9,F,12/21/2013 19:56,5,1384,573
8720843,1.95,F,1/29/2014 15:43,2,3245,1823
47362801,352.45,M,3/22/2014 9:41,5,6361,3933
43295391,2.95,F,5/8/2013 18:23,5,5334,2515
66871013,81.55,M,6/5/2014 23:01,1,2448,2448
46297102,177.7,M,11/29/2013 1:47,1,3252,3252
49617907,2.95,M,8/18/2013 21:56,1,1718,1718
46571438,175.75,M,1/8/2015 14:25,8,5538,2182
23992167,74.85,M,5/27/2014 18:16,4,2417,1288
40004602,2.95,M,2/7/2013 12:08,4,3382,1524
9551026,3.95,M,4/29/2013 23:13,2,1840,1120
9690769,39.9,M,2/23/2013 18:39,1,4161,2511
8633881,81.55,M,1/19/2015 10:31,3,2893,972
42908782,107.8,F,7/8/2013 0:48,1,6925,6749
42429420,12.9,F,6/25/2013 6:30,7,6902,2353
29963245,42.75,F,11/30/2014 11:55,1,2196,2122
47464863,37.9,M,11/29/2013 20:00,3,3574,1191
44971905,43.8,M,7/20/2013 13:30,1,3302,1312
3817141,179.7,M,4/6/2013 10:10,2,6405,5629
27214448,1.95,M,10/3/2014 16:12,2,3528,2666
49535773,2.95,M,8/2/2013 22:44,2,3967,2546
5867916,1.95,F,4/8/2014 10:50,2,2693,1398
28350804,17.85,M,7/21/2013 21:24,4,6183,3318
26136722,39.9,F,7/18/2014 15:54,4,5368,1927
8847584,38.9,F,1/24/2013 21:05,3,2500,1522
40476059,2.95,F,3/17/2013 22:04,4,3601,1248
68983938,1.95,M,3/24/2015 17:32,1,2445,2308
12583507,4.95,M,12/15/2013 0:00,3,1727,1058
43256020,107.8,F,4/17/2013 17:53,2,3024,2864
9500324,3.95,M,10/23/2013 20:50,5,3631,1026
41133320,2.95,F,12/1/2013 21:41,2,1710,1257
15397561,41.75,F,5/10/2014 10:54,1,2320,1939
53744662,1.95,F,10/9/2013 23:48,5,6769,4574
36496456,73.85,M,3/16/2014 21:57,5,7880,3240
19944111,109.8,F,2/3/2015 7:34,3,4983,3172
35904780,2.95,F,3/13/2013 20:16,2,6440,3965
10672709,97.35,F,2/11/2014 7:18,4,3419,3210
40176792,35.95,F,11/24/2013 14:10,8,5352,2224
30246840,249.6,F,1/8/2013 18:55,3,10344,7582
12900491,6.9,F,9/30/2014 14:57,5,4619,1698
42389687,37.9,M,6/1/2013 0:24,3,1611,873
39110573,37.9,M,2/24/2013 22:47,1,3962,3063
80552945,34.95,F,11/10/2014 13:05,3,2268,1151
74072114,1.95,F,7/27/2014 14:57,2,4742,2421
43447864,79.75,M,8/25/2014 14:43,6,2849,1853
39595080,49.9,F,1/30/2013 13:39,1,3371,3371
71062941,1.95,M,12/9/2014 16:41,2,3636,1736
40378118,37.9,F,3/19/2013 13:04,1,4263,4263
44480327,2.95,F,5/6/2013 13:39,2,1049,570
81845926,1.95,M,12/14/2014 10:12,1,4921,3552
12628132,290.15,F,2/14/2014 20:12,2,8551,4390
40114540,37.9,F,3/7/2013 11:24,1,2046,1949
17582773,2.95,M,2/7/2013 11:34,3,4688,1787
52687083,282.55,F,5/21/2014 13:36,1,4687,2717
53595077,1.95,F,2/10/2014 19:53,2,4861,3239
8342277,1.95,F,8/1/2014 17:34,1,7229,4773
67833522,39.85,F,4/25/2014 3:17,2,1924,1778
37730718,34.95,M,1/18/2013 17:08,1,4578,4578
68252775,121.35,M,7/22/2014 12:48,1,1698,1698
52392449,2.95,M,9/21/2013 21:16,1,1756,1756
56076643,2.95,M,10/25/2013 16:21,9,3148,1274
38645024,2.95,F,1/12/2013 18:47,4,14128,9430
45331123,142.75,F,10/16/2013 19:28,1,5503,3407
77087246,1.95,F,9/4/2014 13:11,1,5151,3546
38886454,2.95,F,1/16/2013 21:25,2,4869,2821
41421927,2.95,M,3/28/2013 17:39,1,5822,3107
64565985,106.8,F,6/13/2014 1:50,1,4755,4755
45485357,37.9,F,7/11/2013 11:25,4,3069,796
40706660,4.2,F,2/21/2013 14:00,3,5941,3226
83771211,41.75,F,1/1/2015 0:29,1,2721,1590
67389398,41.75,F,5/14/2014 22:27,2,4900,3460
21547953,4.9,F,10/6/2014 12:24,1,3290,1943
63292142,1.95,M,2/24/2014 21:09,1,1690,1354
58573834,1.95,M,12/16/2013 14:09,1,2050,2050
56923833,2.95,F,11/22/2013 4:46,4,4988,1458
39824805,2.95,M,4/19/2013 21:32,4,4707,2347
7853920,2.95,F,5/17/2013 16:25,1,2403,2388
5638557,51.7,F,11/17/2014 11:47,3,3212,2135
65630870,0.95,F,5/2/2014 18:34,2,8282,4182
58723467,1.95,M,12/18/2013 3:20,1,2746,2746
38559626,146.24,F,4/15/2013 10:10,1,2615,1836
51492810,2.95,F,9/4/2013 16:02,1,1977,1977
34147960,1.95,F,6/17/2014 17:09,3,6126,3729
81861481,3.9,F,11/10/2014 12:24,6,3888,2434
45728261,106.8,F,4/17/2014 9:18,15,4768,961
37008331,23.56,F,7/24/2013 20:24,2,2662,2196
81413301,41.75,M,12/1/2014 15:51,2,3078,2552
49714965,142.75,M,12/6/2013 23:55,3,2843,1398
48889155,75.8,M,7/23/2013 20:33,4,2183,1314
55324513,37.9,M,11/29/2013 0:33,3,2229,1461
58882674,121.35,M,3/14/2014 10:55,3,6296,3431
44283621,2.95,M,5/2/2013 4:00,2,974,974
57074348,72.85,M,5/12/2014 18:35,1,1679,1227
42624507,2.95,M,3/26/2013 15:27,1,2586,2586
65587271,36.9,F,4/30/2014 20:04,7,1679,696
54473992,38.75,F,11/13/2013 11:26,1,3113,3113
64843954,41.75,F,11/30/2014 1:33,2,2323,1199
5400744,41.75,F,4/21/2014 3:27,1,2485,2485
68340544,1.95,F,8/3/2014 19:03,7,2197,657
7994420,3.95,M,10/24/2013 1:38,2,4011,2934
55410607,37.9,M,3/5/2014 9:19,1,3251,2932
39923824,7.9,F,4/20/2013 9:00,1,4180,1984
72633012,1.95,F,6/30/2014 22:32,1,1980,1952
12962735,429.3,F,3/26/2013 20:26,2,6077,2519
57667568,3.95,M,12/1/2013 18:36,2,1122,1100
21686772,214.65,M,12/11/2013 15:01,4,3862,2562
38985298,2.95,M,1/23/2013 16:13,1,3229,2308
8150580,2.95,F,8/12/2014 12:24,3,2597,1575
51177315,2.95,F,8/28/2013 21:25,1,5564,5564
10006540,3.95,F,5/23/2013 21:32,3,3017,2333
45545801,2.95,F,5/24/2013 12:43,1,13645,6570
37125433,38.9,M,1/7/2013 8:51,1,7905,7905
11783688,1.95,M,3/9/2014 20:24,1,6478,6478
8565214,2.95,F,3/15/2014 4:47,1,3483,3483
43716914,37.9,F,5/25/2013 8:26,2,2587,1982
63672376,1.95,F,3/2/2014 1:04,1,2834,2834
50361317,2.95,F,12/24/2013 13:05,1,2175,1891
11945616,47.85,F,11/23/2014 12:12,1,5759,5759
33794135,107.8,M,8/6/2013 13:15,4,2161,1523
86274705,1.95,F,1/18/2015 23:57,1,3035,2073
1443738,41.75,M,6/12/2014 0:05,1,6700,3612
87274526,0,M,1/31/2015 18:07,7,1888,511
60281908,41.75,F,2/15/2014 23:52,2,5273,5203
53125293,1.95,F,9/27/2013 15:50,2,2114,1356
44342530,37.9,F,6/2/2013 23:20,1,1606,848
25983066,14.9,M,6/17/2014 0:00,2,3653,2345
43799670,2.95,F,5/3/2013 21:05,2,2179,1172
48989829,2.95,M,1/30/2014 7:28,4,7155,4394
14019311,34.95,F,2/9/2015 13:45,2,3137,2445
41509617,72.85,M,5/5/2013 13:58,1,4246,4246
29925643,109.8,M,7/3/2014 11:16,1,4549,4549
10204691,41.75,M,1/27/2015 16:34,1,1872,1872
30887210,3.95,F,1/13/2013 14:46,3,3696,3326
51005721,2.95,F,8/29/2013 10:45,1,2886,2886
70010131,1.95,M,7/30/2014 4:41,1,1751,1751
1732483,72.85,M,4/13/2013 21:57,1,1739,1739
47429154,142.75,M,11/16/2013 23:26,2,1662,1099
35481786,74.85,F,11/16/2014 15:07,1,3969,2434
43259870,37.9,M,5/9/2013 23:31,1,6494,6494
40142633,1.95,F,7/6/2014 19:28,2,5451,2410
50049494,142.75,F,3/28/2015 15:07,2,8628,5235
40524026,2.95,M,2/14/2013 13:47,1,4754,4754
17194885,282.55,F,7/19/2014 7:55,2,2638,1058
5729493,36.9,F,1/6/2014 4:17,2,3352,1682
83485256,74.55,F,1/26/2015 22:41,1,2356,2356
45442958,70.9,F,7/22/2013 16:22,1,6296,6296
25578773,4.95,F,10/4/2013 17:45,8,19654,3372
7403909,37.9,F,4/16/2013 17:16,1,2950,1869
46014132,2.95,F,6/3/2013 18:35,1,2442,1902
64274155,1.95,F,3/9/2014 21:58,1,7780,2912
45785151,72.85,F,7/30/2013 18:02,1,7246,7246
57105465,1.95,F,11/24/2013 10:29,1,2890,2452
11839216,1.95,M,5/27/2014 22:44,2,7045,6507
67707741,1.95,F,4/22/2014 0:29,2,3151,2697
9740412,145.7,F,2/11/2013 17:01,6,3483,1479
70213146,81.55,M,7/22/2014 9:31,1,2521,2521
11127965,107.8,F,7/29/2013 1:02,2,2185,2062
43781269,2.95,M,4/24/2013 10:49,1,1588,1415
8736969,38.75,M,6/9/2014 10:54,3,5212,2826
61604669,1,F,2/16/2014 18:39,2,1723,868
45199685,2.95,F,5/20/2013 1:27,5,3020,1319
56758149,1.95,M,12/25/2013 12:37,2,1059,537
55711281,161.15,F,10/28/2014 17:23,3,2740,2113
43328265,5.9,M,12/2/2013 20:44,2,4035,3126
48189117,6.9,F,11/27/2013 20:32,1,1760,1521
47319041,6.9,M,7/17/2013 15:16,4,4979,2420
47942944,2.95,F,7/8/2013 4:20,1,16985,16985
37269432,353.45,F,10/9/2013 10:37,2,3143,1964
72250287,1.95,F,6/24/2014 23:49,1,4830,3132
27120438,599.1,F,2/1/2014 18:31,2,4779,2115
42163358,2.95,F,4/29/2013 16:18,2,1589,988
59818132,5.85,F,7/7/2014 17:24,2,7788,4134
56799984,75.8,M,12/19/2013 0:00,2,2637,2248
42083518,2.95,F,3/15/2013 15:07,1,2098,2098
40125856,2.95,M,2/7/2013 18:10,1,3335,3335
7542110,11.9,F,11/11/2014 11:46,1,3569,3078
63828570,1.95,F,3/4/2014 0:37,1,3579,3579
46221370,14.95,F,7/31/2013 9:42,6,4315,1817
30476066,149.7,M,2/10/2013 0:02,5,4756,1845
57335176,71.85,M,6/22/2014 17:01,5,3033,2027
40243234,2.95,F,3/9/2013 21:55,2,7627,5275
56057161,2.95,F,12/9/2015 14:31,1,4975,2807
18869548,2.95,F,12/3/2013 18:41,1,2029,1803
35309743,7.9,F,1/30/2015 21:56,2,4023,2834
59606682,161.15,M,4/23/2014 22:58,2,2258,2255
52736112,2.95,F,9/23/2013 7:07,1,2484,2484
10993605,108.8,F,5/27/2013 0:00,3,2826,2195
49106319,212.65,M,1/27/2014 6:29,5,6632,2890
44267436,2.95,F,11/8/2013 21:48,2,1288,1203
74223917,43.7,F,7/28/2014 19:33,1,4480,2922
39775825,72.85,M,2/3/2013 16:37,2,3158,2626
48131761,95.4,M,7/17/2014 11:40,1,11270,5473
37676196,38.9,F,1/25/2013 10:50,3,4100,3017
42385008,2.95,F,3/24/2013 22:57,1,2296,2296
36458094,4.9,F,4/5/2014 19:13,1,1605,1325
72140817,1.95,F,6/25/2014 19:12,1,2445,2445
9132780,1,M,9/20/2014 8:47,1,1936,1936
67350560,1.95,M,4/16/2014 14:03,1,1278,1278
10185343,1.95,M,5/24/2014 15:46,3,6781,4280
80414823,146.15,M,2/8/2015 9:31,1,2071,1081
54741291,36.9,F,1/14/2014 16:52,1,4437,3289
63315438,2.95,M,2/25/2014 20:07,2,4773,1959
64277708,1.95,F,4/14/2014 12:36,1,1828,1828
71554963,1.95,F,6/15/2014 12:12,6,16,4
34459644,144.75,F,6/5/2013 18:26,8,5121,3306
43805062,2.95,F,4/26/2013 14:28,1,4912,3154
63084605,41.75,F,4/2/2014 1:07,2,5792,2784
43517114,37.9,F,5/18/2013 21:32,2,1586,1212
41137092,78.65,F,7/28/2013 23:28,5,3249,2231
70603356,16.85,M,6/28/2014 1:09,1,2680,1718
36363633,38.9,F,1/10/2013 20:22,1,2788,2788
4103380,2.95,F,1/4/2013 10:30,1,2193,1633
83173740,1,M,2/13/2015 10:43,1,2963,2963
65501889,200,F,8/20/2014 23:29,1,8455,3835
71312442,81.55,M,3/15/2015 1:03,2,1913,1014
53557252,0.95,M,3/28/2014 13:41,4,3421,1590
47300675,2.95,F,6/26/2013 16:29,5,2199,713
38519846,2.95,M,1/10/2013 10:39,1,1615,1615
12415404,1.95,M,3/6/2014 10:40,1,1688,1688
55294322,36.9,M,12/4/2013 21:24,2,5698,5684
43094817,39.03,M,5/6/2013 11:06,1,2104,1424
28320338,2.95,F,1/16/2013 1:48,3,2752,1978
10924690,2.95,F,10/1/2014 10:44,9,3205,2129
12741505,2.95,F,2/24/2014 20:25,8,3215,1524
70764934,0,F,6/3/2014 8:55,4,4501,1885
45474633,2.95,F,8/25/2013 21:58,2,4621,4514
9468972,3.95,F,11/12/2013 14:30,1,1466,1466
65433973,10.9,M,1/16/2015 12:33,1,1267,1267
79339397,41.75,M,11/23/2014 17:10,6,10843,7185
43906837,2.95,M,4/25/2013 15:53,2,1792,1792
19809099,112.3,M,2/26/2013 19:03,1,2761,2761
6626541,41.75,F,1/15/2014 23:54,1,1446,1446
41895921,2.95,M,3/21/2013 21:10,2,4113,3341
44215284,2.95,F,5/1/2013 21:27,3,5482,1837
44811658,37.9,F,7/29/2013 14:00,8,4721,729
68776708,81.55,M,7/2/2014 20:15,1,4368,3273
41098085,352.45,F,11/9/2013 14:51,6,4077,1454
52782533,24.9,F,10/23/2013 7:17,2,6345,5442
39307269,2.95,M,1/31/2013 20:04,1,3513,2857
53471038,2.95,M,6/23/2014 14:30,3,4520,2135
72058707,1.95,F,6/22/2014 17:34,1,2096,1759
43967116,2.95,M,4/26/2013 17:28,1,6531,6531
77239565,1.95,F,9/6/2014 6:30,2,1337,706
46251719,2.95,F,6/12/2013 5:58,2,2925,2628
19028220,38.9,F,10/28/2013 20:54,3,3121,2268
8413357,72.85,F,6/29/2013 20:29,1,1694,1604
48025211,2.95,F,10/18/2014 22:50,5,4235,2343
3705497,249.55,F,5/7/2014 12:41,3,3758,2095
73489772,1.95,M,7/18/2014 13:06,1,3259,1372
31451246,142.75,M,6/24/2014 7:55,1,2701,2183
54803287,2.95,M,9/27/2014 14:04,1,2434,2087
27346335,3.9,F,12/7/2014 18:57,3,3777,1817
11478593,73.85,F,9/27/2013 15:44,4,3007,1427
35073486,38.9,F,5/21/2015 12:24,4,2355,1485
3639896,41.75,F,7/8/2014 10:01,3,2178,1430
41817432,37.9,F,6/7/2013 10:03,1,3274,2801
48338482,2.95,F,9/23/2013 13:43,9,5798,3817
56887027,1.95,M,11/20/2013 12:21,1,5508,3108
8959453,42.65,M,6/17/2014 19:54,2,913,806
70478582,24.9,F,6/30/2014 9:23,2,4301,3746
9314423,2.95,F,5/19/2013 21:32,8,3181,1557
6109564,34.95,F,6/26/2014 18:58,1,7884,7724
4399778,4.9,F,3/1/2015 22:48,3,2627,1639
37484740,493.25,M,6/13/2014 0:00,2,3845,2417
77265372,1.95,F,10/13/2014 12:49,1,2298,1200
64124181,36.9,F,2/25/2014 21:01,5,4885,1555
39165334,2.95,F,3/8/2013 14:39,1,2213,2213
15855298,74.85,F,1/15/2013 9:41,1,7306,3130
54679699,2.95,F,10/22/2013 8:54,1,1975,1741
72009933,81.55,M,11/15/2014 16:06,1,2753,2351
9344423,38.75,F,12/6/2014 11:27,2,2314,1571
8834005,37.9,M,6/21/2013 0:51,1,2175,1587
32361211,1,F,6/3/2014 10:10,1,2266,2266
87345631,1.95,M,2/4/2015 2:23,3,5042,4331
14723561,846.7,M,6/18/2014 17:37,15,4462,1602
51415273,3.95,F,3/2/2015 14:43,4,3823,2856
17703234,16.35,F,2/12/2013 20:23,5,4281,1539
3799041,6.9,F,5/15/2013 19:18,6,3450,2563
41142075,2.95,F,2/26/2013 18:09,2,2292,1297
40552335,2.95,M,2/14/2013 22:47,1,2649,2649
76197312,81.55,F,10/18/2014 14:44,2,3227,2329
39223672,34.95,M,1/27/2013 11:13,2,2190,1383
10509371,1.95,M,4/16/2014 10:46,1,3437,3348
44913175,2.95,M,5/13/2013 18:33,1,4279,4279
78626018,2.95,F,9/25/2014 11:04,6,5871,3138
15762510,6.9,M,10/31/2013 18:14,2,1746,1064
42503853,212.65,M,9/24/2013 14:24,1,1871,872
58783275,1.95,M,12/31/2013 20:00,1,1329,1329
48552193,2.95,F,9/26/2013 0:00,2,6650,4070
7565630,0.95,F,3/27/2014 15:48,1,3102,1424
55524207,38.75,M,12/1/2013 17:15,1,5278,3841
38194250,37.9,F,1/27/2013 16:15,1,4836,2913
55967969,1.95,M,11/7/2013 17:11,2,2051,1131
51039218,2.95,F,11/5/2014 14:07,4,2055,1541
85422904,40.8,F,1/28/2015 17:36,4,9120,5485
72263791,3.9,F,8/7/2014 12:09,2,4561,1837
45492857,2.95,F,5/23/2013 11:28,1,2423,2159
44673498,77.5,M,4/10/2014 20:15,4,1453,638
8892668,2.95,F,1/31/2013 20:22,2,2289,2109
2963113,2.75,F,12/19/2014 9:51,4,6235,2444
56347096,121.3,M,2/2/2015 13:50,1,5279,3997
7482215,76.7,F,1/28/2015 12:23,5,5984,1980
4837405,1,F,7/21/2014 11:32,2,2671,2532
46725074,1,M,7/24/2013 17:31,3,1753,1753
34169609,354.45,F,9/13/2013 13:46,2,4249,2027
38401622,4.7,F,2/25/2013 16:37,2,6613,5119
39116162,2.95,F,7/30/2013 11:03,5,3762,2071
5362454,3.95,F,9/12/2013 14:50,2,4568,2289
34501479,1.95,F,2/25/2014 11:27,3,5274,1874
8936470,2.95,M,3/13/2013 21:56,1,2343,1935
42408411,5.9,M,8/25/2014 19:30,4,2335,1483
56190243,95.4,M,3/28/2015 1:50,3,5389,2604
65844923,24.9,M,4/28/2014 8:01,4,2500,650
62536603,1.95,M,2/21/2014 12:48,9,1970,982
53545911,2.95,F,10/3/2013 8:43,2,1542,1473
62886639,1.95,F,2/21/2014 6:32,3,2419,1011
68121836,161.15,F,9/14/2014 19:08,3,4742,2099
55056241,2.95,F,12/9/2014 15:54,1,1872,1206
59691499,71.85,F,1/4/2014 9:58,2,2957,1743
44771037,107.8,F,3/14/2015 18:37,4,11600,3474
41178744,2.95,F,2/27/2013 10:50,1,2724,2724
23415849,149.7,F,9/30/2014 15:31,3,5850,3005
34614922,1.95,F,6/30/2014 12:36,1,3124,1552
55609025,2.95,M,10/18/2013 14:53,1,5939,3507
67938532,1.95,M,4/24/2014 12:50,1,1612,1344
46684865,2.95,F,6/17/2013 9:19,3,3895,1562
35773588,1.95,F,5/26/2014 17:25,1,4623,1015
77254230,1.95,M,9/14/2014 20:57,1,2121,1304
5856356,2.95,M,10/12/2013 0:22,1,1396,405
76295341,121.35,M,11/17/2014 0:13,2,1256,669
40164225,2.95,F,2/8/2013 1:50,3,2653,1017
60289491,1.95,F,1/21/2014 8:34,2,6572,2683
63654039,76.5,M,3/1/2014 17:09,3,2013,1048
4729854,1.95,M,6/16/2014 17:50,2,2263,1916
14294478,139.8,M,1/12/2013 14:54,7,5612,3161
71308175,1.95,F,6/11/2014 15:23,1,3814,2603
44006370,2.95,M,4/27/2013 18:09,1,1539,1539
54902941,107.8,F,1/23/2014 14:07,1,2363,2354
39765661,37.9,F,3/8/2013 15:46,1,1763,1763
12966763,385.65,F,12/20/2014 23:23,17,12177,3375
48101249,142.75,M,10/20/2014 16:57,1,1976,1214
75046401,41.75,F,11/16/2014 19:27,6,6150,2205
2637429,37.9,F,10/18/2013 11:39,2,5244,4276
52234721,247.6,M,10/13/2013 15:25,5,12337,4415
55592045,2.95,F,11/1/2013 9:23,1,2007,1662
55176227,41.85,F,11/1/2013 20:16,7,2847,1571
62552167,1.95,F,2/15/2014 19:44,1,4124,3163
26707410,14.9,F,5/10/2013 7:48,2,7734,4239
13793118,9.95,F,4/9/2013 17:02,9,5940,1486
49761970,247.6,F,3/6/2014 20:59,2,2678,1346
41801560,37.9,F,4/26/2013 8:59,1,2418,1857
12905015,37.9,F,3/13/2013 11:18,2,4566,2969
36672469,73.85,F,1/16/2013 13:33,1,2307,2294
67397053,1.95,M,4/16/2014 22:30,1,1390,1390
4693165,2.95,F,2/17/2013 16:49,2,1733,1529
75194145,121.35,F,11/3/2014 15:33,2,5298,2643
5191563,289.35,M,6/13/2014 2:09,3,3142,2980
38852424,38.9,F,4/2/2014 20:39,34,18728,3239
37960513,143.75,F,9/30/2013 1:35,27,11763,3552
48327238,37.9,M,7/13/2013 21:17,1,2189,1991
6021952,2.95,F,2/12/2013 22:26,1,3546,2683
8960101,177.7,F,8/4/2013 13:25,2,4704,2704
48704086,95.4,F,7/7/2014 13:14,1,2189,1866
19214515,4.95,F,6/1/2014 11:58,2,5165,3188
28668379,39.9,M,5/9/2013 11:12,3,1840,1075
45645029,41.75,F,2/17/2014 0:00,4,1700,617
62399765,1.95,M,2/13/2014 0:00,1,5624,5624
82573415,1.95,M,12/8/2014 21:59,6,6892,2979
55289013,107.8,F,3/8/2015 20:10,7,2727,1785
32955799,2.95,F,7/5/2013 21:00,2,3772,1893
66999703,1.95,F,6/10/2014 11:02,2,1971,1637
47222150,2.95,M,6/24/2013 23:17,2,1399,1181
62264184,1.95,F,2/12/2014 23:25,1,3443,1918
51663393,37.9,F,9/19/2013 20:32,3,5717,2886
39575678,3.95,M,2/1/2013 0:00,2,4697,3781
22010190,2.95,F,10/6/2013 20:55,1,2299,2299
83796324,1.95,F,12/4/2014 12:10,3,4659,1382
40798828,104.85,M,1/15/2014 21:43,1,1776,1776
24870123,77.26,F,3/4/2013 11:22,2,10320,10320
55441289,2.95,F,11/7/2013 6:48,15,4856,440
18328740,2.95,F,8/18/2013 10:24,1,6497,6497
24067535,634.05,M,7/28/2013 15:53,1,5146,3066
55585977,49.9,M,11/1/2013 5:46,3,4160,2428
4309234,72.85,F,11/14/2013 22:33,2,2770,1391
44320392,2.95,M,6/30/2014 0:34,3,1803,1281
9772128,41.75,M,5/5/2014 20:23,1,4521,3188
26560865,209.7,F,11/23/2013 18:52,1,4449,2183
42171382,49.9,F,4/18/2013 2:36,12,3084,2261
12168035,1.95,F,2/3/2015 0:24,2,5160,3213
46775262,37.9,M,7/18/2013 5:38,1,2610,1436
42968762,14.95,F,5/20/2013 20:08,1,3132,2302
48054084,2.95,F,7/17/2013 19:25,1,17338,17338
3559244,3.95,M,11/10/2013 10:02,1,4091,4091
43809234,37.9,F,5/24/2013 10:51,2,2745,2343
78842782,41.75,M,10/27/2014 16:43,1,6919,2874
27537456,95.4,F,4/7/2013 19:27,1,2241,2166
25097499,7.9,F,8/31/2014 0:00,6,3752,1475
68467810,1.95,F,11/14/2014 2:01,2,2193,1420
11649699,107.8,F,6/18/2013 20:24,2,2359,2238
58982910,5.93,F,12/27/2013 13:43,1,6968,4678
34749200,109.8,F,1/6/2013 14:16,3,8148,5718
82664154,1.95,M,11/18/2014 23:42,1,2384,2384
35298393,108.8,F,1/30/2013 11:29,1,10219,10219
46754520,2.95,M,6/21/2013 0:20,1,1585,1582
34993942,144.75,F,2/14/2013 4:46,1,8161,4941
46308861,2.95,F,3/21/2015 14:01,2,6232,2076
